instance,size,density,sa_energy,cplex_energy,velox_energy,gap_cplex,gap_sa,runtime_velox,runtime_sa,runtime_cplex
random3BodyIsing_L=1000_3.h5,1998,0.0025004984964944925,-3879.1865,-3907.4006,-3828.4639,2.0201862,1.3075591,0.104193272,8.821195886,0.861239616
random3BodyIsing_L=1000_4.h5,1998,0.0025004984964944925,-3930.9229,-3963.1543,-3873.1147,2.2719164,1.4705988,0.10698062,8.780778359,0.900094983
random3BodyIsing_L=1000_5.h5,1998,0.0025004984964944925,-3928.0486,-3958.7527,-3878.656,2.0232809,1.2574329,0.107307799,8.815391895,0.880469697
random3BodyIsing_L=1000_6.h5,1998,0.0025004984964944925,-3991.6602,-4021.3296,-3943.4429,1.9368399,1.2079506,0.111130738,8.780192,0.92318289
random3BodyIsing_L=1000_7.h5,1998,0.0025004984964944925,-3912.9214,-3941.4114,-3876.0908,1.6572886,0.941255,0.109635469,8.801160239,0.804896597
random3BodyIsing_L=1000_8.h5,1998,0.0025004984964944925,-4066.8882,-4100.823,-4020.3599,1.9621276,1.1440767,0.102815923,8.776197611,0.922543399
random3BodyIsing_L=1000_9.h5,1998,0.0025004984964944925,-3913.118,-3947.9434,-3874.8875,1.8504802,0.97698224,0.106944358,8.813002055,0.811878496
random3BodyIsing_L=10000_1.h5,19998,0.00025000499849964995,-39397.242,-39839.953,-38778.69,2.6638126,1.5700357,0.841072861,104.998102472,18.599604598
random3BodyIsing_L=10000_10.h5,19998,0.00025000499849964995,-39134.17,-39586.125,-38468.18,2.8240838,1.7018175,0.804556953,104.919883156,18.579895527
random3BodyIsing_L=10000_2.h5,19998,0.00025000499849964995,-39667.168,-40129.535,-39069.07,2.6426044,1.5077902,0.871273101,105.086476898,20.628447657
random3BodyIsing_L=10000_3.h5,19998,0.00025000499849964995,-39034.6,-39514.285,-38379.523,2.8717759,1.6781986,0.785447113,104.985006316,18.499978798
random3BodyIsing_L=10000_4.h5,19998,0.00025000499849964995,-38977.39,-39427.133,-38400.246,2.604518,1.4807162,0.846555045,105.062086824,18.214807267
random3BodyIsing_L=10000_5.h5,19998,0.00025000499849964995,-39395.746,-39870.34,-38816.35,2.6435397,1.4707032,0.814386551,104.928745661,18.094561824
random3BodyIsing_L=10000_6.h5,19998,0.00025000499849964995,-39272.133,-39722.81,-38616.21,2.785799,1.6701967,0.831389804,104.942221928,18.664211968
random3BodyIsing_L=10000_7.h5,19998,0.00025000499849964995,-39618.688,-40076.074,-38959.14,2.7870336,1.6647369,0.792369808,104.876835699,18.599609534
random3BodyIsing_L=10000_8.h5,19998,0.00025000499849964995,-39315.516,-39787.805,-38745.277,2.6202183,1.4504154,0.865620132,104.984148892,18.965189368
random3BodyIsing_L=10000_9.h5,19998,0.00025000499849964995,-39313.57,-39762.504,-38767.26,2.5029666,1.3896184,0.789113401,104.976563759,17.958691254
random3BodyIsing_L=20000_1.h5,39998,0.00012500124981247812,-78529.3,-79487.05,-77317.59,2.7293167,1.542995,1.747654641,209.837075056,36.05920659
random3BodyIsing_L=20000_10.h5,39998,0.00012500124981247812,-79235.125,-80267.59,-78062.375,2.7473338,1.4800886,1.636060953,209.531943606,38.185830785
random3BodyIsing_L=20000_2.h5,39998,0.00012500124981247812,-78693.164,-79636.234,-77509.66,2.670365,1.5039525,1.588441133,209.775705781,35.757683342
random3BodyIsing_L=20000_3.h5,39998,0.00012500124981247812,-78240.14,-79191.8,-76946.19,2.835659,1.6538225,1.577670445,209.582337181,36.122118508
random3BodyIsing_L=20000_4.h5,39998,0.00012500124981247812,-78315.25,-79274.06,-77130.52,2.7039602,1.5127661,1.738104065,209.499037256,36.430410022
random3BodyIsing_L=20000_5.h5,39998,0.00012500124981247812,-78456.94,-79467.58,-77290.88,2.7390985,1.4862353,1.630520552,209.812513625,37.755536415
random3BodyIsing_L=20000_6.h5,39998,0.00012500124981247812,-78176.73,-79131.52,-76788.625,2.960765,1.7755945,1.57454387,209.675974423,34.098792329
random3BodyIsing_L=20000_7.h5,39998,0.00012500124981247812,-78844.09,-79822.28,-77533.45,2.8674052,1.6623193,1.572066339,209.668652369,34.516027277
random3BodyIsing_L=20000_8.h5,39998,0.00012500124981247812,-78907.305,-79909.02,-77563.5,2.9352422,1.7030169,1.625186567,209.780971322,38.123130822
